選手スラッグ,選手名,読み,プロフィール種別,カテゴリ,年度,使用確認時期,更新日,公開状態,プロ詳細URL,並び順,クラブカテゴリ,番手,メーカー,モデル,ロフト,シャフトメーカー,シャフトモデル,シャフト重量,フレックス,キャリー距離,総距離,クラブ別メモ,主な確認ソース,主な確認ソースURL,ソース確認日,全ソースURL,プロフィール概要
shiho-kuwaki,桑木志帆,クワキ シホ,tour_pro,verified_batch,2026,2025年 ミヤギテレビ杯ダンロップ女子オープン,2026-05-21,true,https://www.mybagpro.jp/pros/shiho-kuwaki,5,Iron,7I,,241CB アイアン,,,NSプロ 850GH,,S,,,GDO「桑木志帆 クラブセッティング 2026年 ダイキンオーキッドレディス」（取材：2026年 ダイキンオーキッドレディス）で確認。,GDO 桑木志帆 クラブセッティング 2026年 ダイキンオーキッドレディス,https://news.golfdigest.co.jp/players/setting/18322/2026/1/,2026-05-21,https://news.golfdigest.co.jp/players/setting/18322/2026/1/ | https://jp.golf.bridgestone/pro/member/shiho_kuwaki | https://sports.yahoo.co.jp/golf/settinglist/jlpga | https://news.golfdigest.co.jp/players/setting/18322/,ダイキンオーキッドレディス時点で確認できた桑木志帆のクラブセッティングと使用ボールを掲載するプロフィール。
shiho-kuwaki,桑木志帆,クワキ シホ,tour_pro,verified_batch,2026,2025年 ミヤギテレビ杯ダンロップ女子オープン,2026-05-21,true,https://www.mybagpro.jp/pros/shiho-kuwaki,6,Iron,8I,,241CB アイアン,,,NSプロ 850GH,,S,,,GDO「桑木志帆 クラブセッティング 2026年 ダイキンオーキッドレディス」（取材：2026年 ダイキンオーキッドレディス）で確認。,GDO 桑木志帆 クラブセッティング 2026年 ダイキンオーキッドレディス,https://news.golfdigest.co.jp/players/setting/18322/2026/1/,2026-05-21,https://news.golfdigest.co.jp/players/setting/18322/2026/1/ | https://jp.golf.bridgestone/pro/member/shiho_kuwaki | https://sports.yahoo.co.jp/golf/settinglist/jlpga | https://news.golfdigest.co.jp/players/setting/18322/,ダイキンオーキッドレディス時点で確認できた桑木志帆のクラブセッティングと使用ボールを掲載するプロフィール。
shiho-kuwaki,桑木志帆,クワキ シホ,tour_pro,verified_batch,2026,2025年 ミヤギテレビ杯ダンロップ女子オープン,2026-05-21,true,https://www.mybagpro.jp/pros/shiho-kuwaki,7,Iron,9I,,241CB アイアン,,,NSプロ 850GH,,S,,,GDO「桑木志帆 クラブセッティング 2026年 ダイキンオーキッドレディス」（取材：2026年 ダイキンオーキッドレディス）で確認。,GDO 桑木志帆 クラブセッティング 2026年 ダイキンオーキッドレディス,https://news.golfdigest.co.jp/players/setting/18322/2026/1/,2026-05-21,https://news.golfdigest.co.jp/players/setting/18322/2026/1/ | https://jp.golf.bridgestone/pro/member/shiho_kuwaki | https://sports.yahoo.co.jp/golf/settinglist/jlpga | https://news.golfdigest.co.jp/players/setting/18322/,ダイキンオーキッドレディス時点で確認できた桑木志帆のクラブセッティングと使用ボールを掲載するプロフィール。
shiho-kuwaki,桑木志帆,クワキ シホ,tour_pro,verified_batch,2026,2025年 ミヤギテレビ杯ダンロップ女子オープン,2026-05-21,true,https://www.mybagpro.jp/pros/shiho-kuwaki,8,Wedge,PW,,241CB アイアン,,,NSプロ 850GH,,S,,,GDO「桑木志帆 クラブセッティング 2026年 ダイキンオーキッドレディス」（取材：2026年 ダイキンオーキッドレディス）で確認。,GDO 桑木志帆 クラブセッティング 2026年 ダイキンオーキッドレディス,https://news.golfdigest.co.jp/players/setting/18322/2026/1/,2026-05-21,https://news.golfdigest.co.jp/players/setting/18322/2026/1/ | https://jp.golf.bridgestone/pro/member/shiho_kuwaki | https://sports.yahoo.co.jp/golf/settinglist/jlpga | https://news.golfdigest.co.jp/players/setting/18322/,ダイキンオーキッドレディス時点で確認できた桑木志帆のクラブセッティングと使用ボールを掲載するプロフィール。
shiho-kuwaki,桑木志帆,クワキ シホ,tour_pro,verified_batch,2026,2025年 ミヤギテレビ杯ダンロップ女子オープン,2026-05-21,true,https://www.mybagpro.jp/pros/shiho-kuwaki,9,Wedge,48°,,BRM2 ウェッジ,48°,,NSプロ 950GH,,S,,,GDO「桑木志帆 クラブセッティング 2026年 ダイキンオーキッドレディス」（取材：2026年 ダイキンオーキッドレディス）で確認。,GDO 桑木志帆 クラブセッティング 2026年 ダイキンオーキッドレディス,https://news.golfdigest.co.jp/players/setting/18322/2026/1/,2026-05-21,https://news.golfdigest.co.jp/players/setting/18322/2026/1/ | https://jp.golf.bridgestone/pro/member/shiho_kuwaki | https://sports.yahoo.co.jp/golf/settinglist/jlpga | https://news.golfdigest.co.jp/players/setting/18322/,ダイキンオーキッドレディス時点で確認できた桑木志帆のクラブセッティングと使用ボールを掲載するプロフィール。
shiho-kuwaki,桑木志帆,クワキ シホ,tour_pro,verified_batch,2026,2025年 ミヤギテレビ杯ダンロップ女子オープン,2026-05-21,true,https://www.mybagpro.jp/pros/shiho-kuwaki,10,Wedge,52°,,BRM2 ウェッジ,52°,,NSプロ 950GH,,S,,,GDO「桑木志帆 クラブセッティング 2026年 ダイキンオーキッドレディス」（取材：2026年 ダイキンオーキッドレディス）で確認。,GDO 桑木志帆 クラブセッティング 2026年 ダイキンオーキッドレディス,https://news.golfdigest.co.jp/players/setting/18322/2026/1/,2026-05-21,https://news.golfdigest.co.jp/players/setting/18322/2026/1/ | https://jp.golf.bridgestone/pro/member/shiho_kuwaki | https://sports.yahoo.co.jp/golf/settinglist/jlpga | https://news.golfdigest.co.jp/players/setting/18322/,ダイキンオーキッドレディス時点で確認できた桑木志帆のクラブセッティングと使用ボールを掲載するプロフィール。
shiho-kuwaki,桑木志帆,クワキ シホ,tour_pro,verified_batch,2026,2025年 ミヤギテレビ杯ダンロップ女子オープン,2026-05-21,true,https://www.mybagpro.jp/pros/shiho-kuwaki,11,Wedge,58°,,BRM2 ウェッジ,58°,,NSプロ 950GH,,S,,,GDO「桑木志帆 クラブセッティング 2026年 ダイキンオーキッドレディス」（取材：2026年 ダイキンオーキッドレディス）で確認。,GDO 桑木志帆 クラブセッティング 2026年 ダイキンオーキッドレディス,https://news.golfdigest.co.jp/players/setting/18322/2026/1/,2026-05-21,https://news.golfdigest.co.jp/players/setting/18322/2026/1/ | https://jp.golf.bridgestone/pro/member/shiho_kuwaki | https://sports.yahoo.co.jp/golf/settinglist/jlpga | https://news.golfdigest.co.jp/players/setting/18322/,ダイキンオーキッドレディス時点で確認できた桑木志帆のクラブセッティングと使用ボールを掲載するプロフィール。
shiho-kuwaki,桑木志帆,クワキ シホ,tour_pro,verified_batch,2026,2025年 ミヤギテレビ杯ダンロップ女子オープン,2026-05-21,true,https://www.mybagpro.jp/pros/shiho-kuwaki,12,Putter,,,ピレッティ GSS ツアーオンリー,,,,,,,,GDO「桑木志帆 クラブセッティング 2026年 ダイキンオーキッドレディス」（取材：2026年 ダイキンオーキッドレディス）で確認。,GDO 桑木志帆 クラブセッティング 2026年 ダイキンオーキッドレディス,https://news.golfdigest.co.jp/players/setting/18322/2026/1/,2026-05-21,https://news.golfdigest.co.jp/players/setting/18322/2026/1/ | https://jp.golf.bridgestone/pro/member/shiho_kuwaki | https://sports.yahoo.co.jp/golf/settinglist/jlpga | https://news.golfdigest.co.jp/players/setting/18322/,ダイキンオーキッドレディス時点で確認できた桑木志帆のクラブセッティングと使用ボールを掲載するプロフィール。
kano-nakamura,仲村果乃,ナカムラ カノ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/kano-nakamura,1,Driver,,Mizuno,ST-G Driver,9.5°,Fujikura,VENTUS TR BLUE,50g台,S,,,Confirmed from GDO 2025 setting page.,GDO 仲村果乃 クラブセッティング 2025年 樋口久子 三菱電機レディス,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2025年樋口久子 三菱電機レディスで確認できた仲村果乃の14本セッティング。
kano-nakamura,仲村果乃,ナカムラ カノ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/kano-nakamura,2,Fairway Wood,3W,Mizuno,Prototype F121,15°,Fujikura,VENTUS TR BLUE,50g台,S,,,Confirmed from GDO 2025 setting page.,GDO 仲村果乃 クラブセッティング 2025年 樋口久子 三菱電機レディス,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2025年樋口久子 三菱電機レディスで確認できた仲村果乃の14本セッティング。
kano-nakamura,仲村果乃,ナカムラ カノ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/kano-nakamura,3,Fairway Wood,5W,Mizuno,Prototype F121,18°,Fujikura,VENTUS TR BLUE,50g台,S,,,Confirmed from GDO 2025 setting page.,GDO 仲村果乃 クラブセッティング 2025年 樋口久子 三菱電機レディス,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2025年樋口久子 三菱電機レディスで確認できた仲村果乃の14本セッティング。
kano-nakamura,仲村果乃,ナカムラ カノ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/kano-nakamura,4,Utility,4U,PXG,0317 X GEN2 Utility,22°,Graphite Design,Tour AD U,65g,S,,,Confirmed from GDO 2025 setting page.,GDO 仲村果乃 クラブセッティング 2025年 樋口久子 三菱電機レディス,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2025年樋口久子 三菱電機レディスで確認できた仲村果乃の14本セッティング。
kano-nakamura,仲村果乃,ナカムラ カノ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/kano-nakamura,5,Utility,5U,PXG,0317 X GEN2 Utility,25°,Graphite Design,Tour AD U,65g,S,,,Confirmed from GDO 2025 setting page.,GDO 仲村果乃 クラブセッティング 2025年 樋口久子 三菱電機レディス,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2025年樋口久子 三菱電機レディスで確認できた仲村果乃の14本セッティング。
kano-nakamura,仲村果乃,ナカムラ カノ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/kano-nakamura,6,Iron,6I,Mizuno,JPX 923 FORGED Iron,,True Temper,SteelFiber i95cw,,,,,Confirmed from GDO 2025 setting page.,GDO 仲村果乃 クラブセッティング 2025年 樋口久子 三菱電機レディス,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2025年樋口久子 三菱電機レディスで確認できた仲村果乃の14本セッティング。
kano-nakamura,仲村果乃,ナカムラ カノ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/kano-nakamura,7,Iron,7I,Mizuno,JPX 923 FORGED Iron,,True Temper,SteelFiber i95cw,,,,,Confirmed from GDO 2025 setting page.,GDO 仲村果乃 クラブセッティング 2025年 樋口久子 三菱電機レディス,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2025年樋口久子 三菱電機レディスで確認できた仲村果乃の14本セッティング。
kano-nakamura,仲村果乃,ナカムラ カノ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/kano-nakamura,8,Iron,8I,Mizuno,JPX 923 FORGED Iron,,True Temper,SteelFiber i95cw,,,,,Confirmed from GDO 2025 setting page.,GDO 仲村果乃 クラブセッティング 2025年 樋口久子 三菱電機レディス,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2025年樋口久子 三菱電機レディスで確認できた仲村果乃の14本セッティング。
kano-nakamura,仲村果乃,ナカムラ カノ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/kano-nakamura,9,Iron,9I,Mizuno,JPX 923 FORGED Iron,,True Temper,SteelFiber i95cw,,,,,Confirmed from GDO 2025 setting page.,GDO 仲村果乃 クラブセッティング 2025年 樋口久子 三菱電機レディス,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2025年樋口久子 三菱電機レディスで確認できた仲村果乃の14本セッティング。
kano-nakamura,仲村果乃,ナカムラ カノ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/kano-nakamura,10,Iron,PW,Mizuno,JPX 923 FORGED Iron,,True Temper,SteelFiber i95cw,,,,,Confirmed from GDO 2025 setting page.,GDO 仲村果乃 クラブセッティング 2025年 樋口久子 三菱電機レディス,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2025年樋口久子 三菱電機レディスで確認できた仲村果乃の14本セッティング。
kano-nakamura,仲村果乃,ナカムラ カノ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/kano-nakamura,11,Wedge,AW,Mizuno,Mizuno Pro S18 Wedge,49°,True Temper,SteelFiber i95cw,,,,,Confirmed from GDO 2025 setting page.,GDO 仲村果乃 クラブセッティング 2025年 樋口久子 三菱電機レディス,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2025年樋口久子 三菱電機レディスで確認できた仲村果乃の14本セッティング。
kano-nakamura,仲村果乃,ナカムラ カノ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/kano-nakamura,12,Wedge,SW,Mizuno,Mizuno Pro S18 Wedge,54°,True Temper,SteelFiber i95cw,,,,,Confirmed from GDO 2025 setting page.,GDO 仲村果乃 クラブセッティング 2025年 樋口久子 三菱電機レディス,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2025年樋口久子 三菱電機レディスで確認できた仲村果乃の14本セッティング。
kano-nakamura,仲村果乃,ナカムラ カノ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/kano-nakamura,13,Wedge,LW,Mizuno,Mizuno Pro S18 Wedge,58°,True Temper,SteelFiber i95cw,,,,,Confirmed from GDO 2025 setting page.,GDO 仲村果乃 クラブセッティング 2025年 樋口久子 三菱電機レディス,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2025年樋口久子 三菱電機レディスで確認できた仲村果乃の14本セッティング。
kano-nakamura,仲村果乃,ナカムラ カノ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/kano-nakamura,14,Putter,,Odyssey,O-WORKS #1W CS,,,,,,,,Confirmed from GDO 2025 setting page.,GDO 仲村果乃 クラブセッティング 2025年 樋口久子 三菱電機レディス,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/18525/2025/1/,2025年樋口久子 三菱電機レディスで確認できた仲村果乃の14本セッティング。
eri-okayama,岡山絵里,オカヤマ エリ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/eri-okayama,1,Driver,,Dunlop,Srixon Z785 Driver,9.5°,Fujikura,Speeder 661 Evolution V,,S,,,Confirmed from GDO 2021 setting page.,GDO 岡山絵里 クラブセッティング 2021年 アクサレディス,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2021年アクサレディスで確認できた岡山絵里の14本セッティング。
eri-okayama,岡山絵里,オカヤマ エリ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/eri-okayama,2,Fairway Wood,3W,Dunlop,Srixon Z F85 Fairway Wood,15°,,,,,,,Confirmed from GDO 2021 setting page.,GDO 岡山絵里 クラブセッティング 2021年 アクサレディス,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2021年アクサレディスで確認できた岡山絵里の14本セッティング。
eri-okayama,岡山絵里,オカヤマ エリ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/eri-okayama,3,Utility,3U,Dunlop,Srixon Z H65 Hybrid,19°,,,,,,,Confirmed from GDO 2021 setting page.,GDO 岡山絵里 クラブセッティング 2021年 アクサレディス,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2021年アクサレディスで確認できた岡山絵里の14本セッティング。
eri-okayama,岡山絵里,オカヤマ エリ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/eri-okayama,4,Utility,4U,Dunlop,Srixon Z H65 Hybrid,22°,,,,,,,Confirmed from GDO 2021 setting page.,GDO 岡山絵里 クラブセッティング 2021年 アクサレディス,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2021年アクサレディスで確認できた岡山絵里の14本セッティング。
eri-okayama,岡山絵里,オカヤマ エリ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/eri-okayama,5,Iron,5I,Dunlop,Srixon Z585 Iron,,,,,,,,Confirmed from GDO 2021 setting page.,GDO 岡山絵里 クラブセッティング 2021年 アクサレディス,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2021年アクサレディスで確認できた岡山絵里の14本セッティング。
eri-okayama,岡山絵里,オカヤマ エリ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/eri-okayama,6,Iron,6I,Dunlop,Srixon Z585 Iron,,,,,,,,Confirmed from GDO 2021 setting page.,GDO 岡山絵里 クラブセッティング 2021年 アクサレディス,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2021年アクサレディスで確認できた岡山絵里の14本セッティング。
eri-okayama,岡山絵里,オカヤマ エリ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/eri-okayama,7,Iron,7I,Dunlop,Srixon Z585 Iron,,,,,,,,Confirmed from GDO 2021 setting page.,GDO 岡山絵里 クラブセッティング 2021年 アクサレディス,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2021年アクサレディスで確認できた岡山絵里の14本セッティング。
eri-okayama,岡山絵里,オカヤマ エリ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/eri-okayama,8,Iron,8I,Dunlop,Srixon Z585 Iron,,,,,,,,Confirmed from GDO 2021 setting page.,GDO 岡山絵里 クラブセッティング 2021年 アクサレディス,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2021年アクサレディスで確認できた岡山絵里の14本セッティング。
eri-okayama,岡山絵里,オカヤマ エリ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/eri-okayama,9,Iron,9I,Dunlop,Srixon Z585 Iron,,,,,,,,Confirmed from GDO 2021 setting page.,GDO 岡山絵里 クラブセッティング 2021年 アクサレディス,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2021年アクサレディスで確認できた岡山絵里の14本セッティング。
eri-okayama,岡山絵里,オカヤマ エリ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/eri-okayama,10,Iron,PW,Dunlop,Srixon Z585 Iron,,,,,,,,Confirmed from GDO 2021 setting page.,GDO 岡山絵里 クラブセッティング 2021年 アクサレディス,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2021年アクサレディスで確認できた岡山絵里の14本セッティング。
eri-okayama,岡山絵里,オカヤマ エリ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/eri-okayama,11,Wedge,AW,Cleveland,RTX4 Forged Wedge,46°,,,,,,,Confirmed from GDO 2021 setting page.,GDO 岡山絵里 クラブセッティング 2021年 アクサレディス,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2021年アクサレディスで確認できた岡山絵里の14本セッティング。
eri-okayama,岡山絵里,オカヤマ エリ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/eri-okayama,12,Wedge,SW,Cleveland,RTX4 Forged Wedge,51°,,,,,,,Confirmed from GDO 2021 setting page.,GDO 岡山絵里 クラブセッティング 2021年 アクサレディス,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2021年アクサレディスで確認できた岡山絵里の14本セッティング。
eri-okayama,岡山絵里,オカヤマ エリ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/eri-okayama,13,Wedge,LW,Cleveland,RTX4 Forged Wedge,57°,,,,,,,Confirmed from GDO 2021 setting page.,GDO 岡山絵里 クラブセッティング 2021年 アクサレディス,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2021年アクサレディスで確認できた岡山絵里の14本セッティング。
eri-okayama,岡山絵里,オカヤマ エリ,tour_pro,verified_batch,2026,2026年確認,2026-04-09,true,https://www.mybagpro.jp/pros/eri-okayama,14,Putter,,Odyssey,White Hot OG #7,,,,,,,,Confirmed from GDO 2021 setting page.,GDO 岡山絵里 クラブセッティング 2021年 アクサレディス,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2026-04-09,https://news.golfdigest.co.jp/players/setting/11336/2021/1/,2021年アクサレディスで確認できた岡山絵里の14本セッティング。
saki-nagamine,永峰咲希,ナガミネ サキ,tour_pro,domestic_women,2026,2026年確認,2026-05-22,true,https://www.mybagpro.jp/pros/saki-nagamine,1,Driver,1W,Titleist,GT3 Driver,10.5°,Fujikura,SPEEDER NX GREEN,50g台,S,,,GDO 2026 Daikin Orchid Ladies tour-gear article.,GDO 永峰咲希の最新14本 2026年 ダイキンオーキッドレディス,https://news.golfdigest.co.jp/news/tgt/jlpga/article/189001/1/,2026-05-22,https://news.golfdigest.co.jp/news/tgt/jlpga/article/189001/1/ | https://sports.yahoo.co.jp/golf/settinglist/jlpga,2026年ダイキンオーキッドレディス時点で確認された永峰咲希のクラブセッティング。契約フリー初年度にTitleist GT3、TaylorMade P770、Vokey SM11、Pro V1を選んだ14本です。
saki-nagamine,永峰咲希,ナガミネ サキ,tour_pro,domestic_women,2026,2026年確認,2026-05-22,true,https://www.mybagpro.jp/pros/saki-nagamine,2,Fairway Wood,3W,Titleist,GT2 Fairway Wood,15°,Fujikura,SPEEDER NX GREEN,50g台,S,,,GDO 2026 Daikin Orchid Ladies tour-gear article.,GDO 永峰咲希の最新14本 2026年 ダイキンオーキッドレディス,https://news.golfdigest.co.jp/news/tgt/jlpga/article/189001/1/,2026-05-22,https://news.golfdigest.co.jp/news/tgt/jlpga/article/189001/1/ | https://sports.yahoo.co.jp/golf/settinglist/jlpga,2026年ダイキンオーキッドレディス時点で確認された永峰咲希のクラブセッティング。契約フリー初年度にTitleist GT3、TaylorMade P770、Vokey SM11、Pro V1を選んだ14本です。
saki-nagamine,永峰咲希,ナガミネ サキ,tour_pro,domestic_women,2026,2026年確認,2026-05-22,true,https://www.mybagpro.jp/pros/saki-nagamine,3,Fairway Wood,7W,Titleist,GT2 Fairway Wood,21°,Fujikura,SPEEDER NX GREEN,50g台,S,,,GDO 2026 Daikin Orchid Ladies tour-gear article.,GDO 永峰咲希の最新14本 2026年 ダイキンオーキッドレディス,https://news.golfdigest.co.jp/news/tgt/jlpga/article/189001/1/,2026-05-22,https://news.golfdigest.co.jp/news/tgt/jlpga/article/189001/1/ | https://sports.yahoo.co.jp/golf/settinglist/jlpga,2026年ダイキンオーキッドレディス時点で確認された永峰咲希のクラブセッティング。契約フリー初年度にTitleist GT3、TaylorMade P770、Vokey SM11、Pro V1を選んだ14本です。
saki-nagamine,永峰咲希,ナガミネ サキ,tour_pro,domestic_women,2026,2026年確認,2026-05-22,true,https://www.mybagpro.jp/pros/saki-nagamine,4,Fairway Wood,9W,TaylorMade,Qi35 Fairway Wood,24°,Fujikura,VENTUS TR BLUE,70g台,S,,,GDO 2026 Daikin Orchid Ladies tour-gear article.,GDO 永峰咲希の最新14本 2026年 ダイキンオーキッドレディス,https://news.golfdigest.co.jp/news/tgt/jlpga/article/189001/1/,2026-05-22,https://news.golfdigest.co.jp/news/tgt/jlpga/article/189001/1/ | https://sports.yahoo.co.jp/golf/settinglist/jlpga,2026年ダイキンオーキッドレディス時点で確認された永峰咲希のクラブセッティング。契約フリー初年度にTitleist GT3、TaylorMade P770、Vokey SM11、Pro V1を選んだ14本です。
saki-nagamine,永峰咲希,ナガミネ サキ,tour_pro,domestic_women,2026,2026年確認,2026-05-22,true,https://www.mybagpro.jp/pros/saki-nagamine,5,Utility,6UT,TaylorMade,Qi4D Rescue,28°,Fujikura,TR HYBRID,75g,S,,,GDO 2026 Daikin Orchid Ladies tour-gear article.,GDO 永峰咲希の最新14本 2026年 ダイキンオーキッドレディス,https://news.golfdigest.co.jp/news/tgt/jlpga/article/189001/1/,2026-05-22,https://news.golfdigest.co.jp/news/tgt/jlpga/article/189001/1/ | https://sports.yahoo.co.jp/golf/settinglist/jlpga,2026年ダイキンオーキッドレディス時点で確認された永峰咲希のクラブセッティング。契約フリー初年度にTitleist GT3、TaylorMade P770、Vokey SM11、Pro V1を選んだ14本です。
saki-nagamine,永峰咲希,ナガミネ サキ,tour_pro,domestic_women,2026,2026年確認,2026-05-22,true,https://www.mybagpro.jp/pros/saki-nagamine,6,Iron,6I,TaylorMade,P770 Iron,,Nippon Shaft,NS PRO MODUS3 Prototype,,S,,,GDO 2026 Daikin Orchid Ladies tour-gear article. 6I-9I.,GDO 永峰咲希の最新14本 2026年 ダイキンオーキッドレディス,https://news.golfdigest.co.jp/news/tgt/jlpga/article/189001/1/,2026-05-22,https://news.golfdigest.co.jp/news/tgt/jlpga/article/189001/1/ | https://sports.yahoo.co.jp/golf/settinglist/jlpga,2026年ダイキンオーキッドレディス時点で確認された永峰咲希のクラブセッティング。契約フリー初年度にTitleist GT3、TaylorMade P770、Vokey SM11、Pro V1を選んだ14本です。
